0.004856 0.012382
0.003874 0.012090
0.005001 0.014073
0.004283 0.013192
0.004137 0.011825
0.004010 0.012171
0.004919 0.011621
0.004101 0.011754
0.004492 0.012177
0.004233 0.011665
0.004013 0.011956
0.003971 0.011589
0.003895 0.012216
0.003807 0.012053
0.004825 0.011704
0.003562 0.011734
